nodenumber,    x-coordinate,    y-coordinate,    z-coordinate,      x-velocity,      y-velocity,      z-velocity,        pressure
262,-1.81E+00,2.34E+00,6.17E+00,1.21E+01,3.03E-01,6.91E-01,3.72E+00
263,-9.09E-01,2.84E+00,6.70E+00,1.23E+01,2.43E-01,6.24E-01,1.78E-01
264,-1.36E+00,3.15E+00,5.78E+00,1.21E+01,3.90E-01,6.47E-01,2.45E+00
265,-5.54E-01,2.37E+00,5.75E+00,1.23E+01,5.71E-01,1.03E+00,8.67E-02
266,-1.76E+01,-6.64E+00,1.17E+01,1.20E+01,-1.51E-04,9.11E-03,4.66E+00
267,-1.79E+01,-7.50E+00,1.11E+01,1.20E+01,0.00E+00,9.37E-03,4.69E+00
268,-1.81E+01,-6.42E+00,1.09E+01,1.20E+01,-1.97E-04,9.28E-03,4.70E+00
269,-1.86E+01,-6.62E+00,1.17E+01,1.20E+01,-1.71E-04,6.81E-03,4.69E+00
270,-1.80E+01,-4.45E+00,1.40E+01,1.20E+01,-2.20E-04,2.72E-03,4.63E+00
271,-1.76E+01,-3.74E+00,1.41E+01,1.20E+01,-2.39E-04,2.41E-03,4.61E+00
272,-1.82E+01,-3.53E+00,1.33E+01,1.20E+01,-3.90E-04,4.03E-03,4.64E+00
273,-1.71E+01,-3.94E+00,1.34E+01,1.20E+01,-4.35E-04,5.22E-03,4.60E+00
274,-4.57E+00,-2.72E+00,1.08E+01,1.22E+01,-2.09E-02,1.44E-01,2.38E+00
275,-4.18E+00,-2.66E+00,1.19E+01,1.22E+01,-1.39E-02,1.06E-01,1.93E+00
276,-3.81E+00,-2.60E+00,1.10E+01,1.22E+01,-2.17E-02,1.50E-01,1.89E+00
277,-4.08E+00,-3.42E+00,1.12E+01,1.22E+01,-2.03E-02,1.31E-01,1.98E+00
278,7.60E+00,3.07E+00,1.11E+01,1.25E+01,-4.37E-02,-2.65E-02,-2.56E+00
279,8.17E+00,3.79E+00,1.15E+01,1.25E+01,-3.58E-02,-1.84E-02,-2.38E+00
280,8.50E+00,2.58E+00,1.10E+01,1.25E+01,-4.22E-02,-4.26E-02,-2.39E+00
281,8.03E+00,2.66E+00,1.19E+01,1.25E+01,-2.98E-02,-2.53E-02,-2.35E+00
282,-6.28E+00,4.09E+00,1.70E+00,1.18E+01,1.10E-01,7.87E-02,7.39E+00
283,-6.09E+00,2.83E+00,1.41E+00,1.18E+01,1.25E-01,8.20E-02,8.66E+00
284,-6.83E+00,3.23E+00,1.09E+00,1.18E+01,9.10E-02,4.65E-02,7.78E+00
285,-6.72E+00,3.07E+00,1.93E+00,1.18E+01,9.46E-02,8.68E-02,7.76E+00
286,-5.90E+00,3.03E+00,1.31E+01,1.21E+01,3.59E-03,5.40E-02,2.62E+00
287,-6.25E+00,4.12E+00,1.26E+01,1.21E+01,4.45E-03,6.24E-02,2.80E+00
288,-7.06E+00,3.37E+00,1.26E+01,1.21E+01,3.49E-03,5.61E-02,3.10E+00
289,-6.33E+00,3.26E+00,1.20E+01,1.21E+01,5.81E-03,7.96E-02,2.93E+00
290,1.91E+01,3.69E+00,1.16E+01,1.23E+01,-2.25E-02,-2.79E-02,-4.21E-01
291,2.00E+01,4.64E+00,1.15E+01,1.23E+01,-1.99E-02,-2.14E-02,-3.17E-01
292,1.91E+01,4.28E+00,1.09E+01,1.23E+01,-2.66E-02,-2.80E-02,-4.14E-01
293,1.99E+01,3.72E+00,1.14E+01,1.23E+01,-2.28E-02,-2.79E-02,-3.13E-01
294,-2.09E+01,-6.57E+00,7.55E+00,1.20E+01,-3.12E-05,4.22E-03,4.87E+00
295,-2.15E+01,-7.50E+00,7.57E+00,1.20E+01,0.00E+00,2.84E-03,4.87E+00
296,-2.11E+01,-6.81E+00,6.82E+00,1.20E+01,-1.61E-05,3.54E-03,4.90E+00
297,-2.19E+01,-6.89E+00,7.69E+00,1.20E+01,2.73E-06,1.51E-03,4.87E+00
298,1.36E+01,-2.43E+00,8.26E-01,1.03E+01,-1.54E-01,2.19E-01,-2.75E-01
299,1.35E+01,-1.88E+00,1.41E+00,8.81E+00,-4.06E-02,2.51E-01,-2.87E-01
300,1.44E+01,-1.43E+00,8.68E-01,6.61E+00,-2.42E-01,-7.69E-02,1.43E-01
301,1.45E+01,6.79E+00,5.50E+00,1.24E+01,-2.97E-02,4.81E-02,-1.18E+00
302,1.39E+01,6.42E+00,4.46E+00,1.24E+01,-3.54E-02,6.81E-02,-1.33E+00
303,1.44E+01,6.17E+00,5.20E+00,1.24E+01,-5.27E-02,5.44E-02,-1.17E+00
304,1.49E+01,6.68E+00,4.62E+00,1.24E+01,-2.44E-02,6.56E-02,-1.04E+00
305,-3.33E-01,-5.09E+00,9.28E+00,1.24E+01,-3.56E-02,2.16E-01,-6.90E-01
306,-6.10E-01,-5.03E+00,1.01E+01,1.23E+01,-2.41E-02,1.79E-01,-3.55E-01
307,-2.64E-01,-4.31E+00,9.81E+00,1.24E+01,-2.78E-02,2.03E-01,-7.68E-01
308,6.02E-01,-5.03E+00,9.96E+00,1.24E+01,-1.63E-02,1.69E-01,-1.35E+00
309,-1.81E+00,-3.29E+00,6.41E+00,1.22E+01,-2.57E-01,5.10E-01,2.26E+00
310,-6.60E-01,-3.22E+00,6.57E+00,1.24E+01,-2.58E-01,5.69E-01,-6.78E-01
311,-1.26E+00,-3.17E+00,7.24E+00,1.23E+01,-1.71E-01,4.69E-01,4.12E-01
312,-1.71E+00,-2.59E+00,6.78E+00,1.22E+01,-2.24E-01,5.67E-01,1.96E+00
313,-1.96E+01,4.06E+00,1.10E+00,1.20E+01,1.44E-04,1.78E-03,5.09E+00
314,-1.86E+01,4.08E+00,1.82E+00,1.20E+01,2.49E-04,4.07E-03,5.11E+00
315,-1.86E+01,3.45E+00,8.75E-01,1.20E+01,1.61E-04,2.05E-03,5.13E+00
316,-1.91E+01,3.39E+00,1.70E+00,1.20E+01,1.95E-04,3.34E-03,5.10E+00
317,7.39E+00,-3.24E+00,4.30E+00,1.27E+01,3.47E-01,1.54E-01,-5.54E+00
318,7.36E+00,-3.98E+00,3.75E+00,1.27E+01,2.29E-01,1.38E-01,-5.81E+00
319,7.55E+00,-3.55E+00,5.01E+00,1.27E+01,3.00E-01,8.79E-02,-4.89E+00
320,8.26E+00,-4.05E+00,4.36E+00,1.26E+01,2.37E-01,9.02E-02,-4.41E+00
321,-1.84E+01,5.85E+00,6.39E+00,1.20E+01,1.86E-04,1.13E-02,4.94E+00
322,-1.77E+01,5.98E+00,5.93E+00,1.20E+01,2.31E-04,1.38E-02,4.97E+00
323,-1.74E+01,5.27E+00,6.49E+00,1.20E+01,2.69E-04,1.53E-02,4.94E+00
324,-1.76E+01,6.05E+00,6.81E+00,1.20E+01,2.19E-04,1.44E-02,4.92E+00
325,-7.32E+00,1.06E+00,1.80E+00,1.18E+01,3.00E-02,7.64E-02,8.19E+00
326,-7.57E+00,2.26E+00,1.68E+00,1.18E+01,5.25E-02,6.31E-02,7.61E+00
327,-8.37E+00,1.65E+00,2.01E+00,1.19E+01,2.71E-02,6.37E-02,7.14E+00
328,-8.05E+00,1.08E+00,1.53E+00,1.18E+01,2.16E-02,5.41E-02,7.58E+00
329,6.40E+00,5.75E+00,1.91E+00,1.28E+01,8.48E-03,1.39E-01,-6.75E+00
330,5.65E+00,5.22E+00,2.29E+00,1.28E+01,2.88E-02,1.91E-01,-7.72E+00
331,5.62E+00,5.82E+00,1.53E+00,1.28E+01,6.01E-02,1.27E-01,-7.33E+00
332,5.35E+00,6.19E+00,2.33E+00,1.28E+01,3.20E-02,1.62E-01,-6.95E+00
333,1.45E+01,4.78E+00,1.23E+01,1.24E+01,-1.92E-02,-2.08E-02,-1.17E+00
334,1.52E+01,4.77E+00,1.32E+01,1.24E+01,-1.54E-02,-1.37E-02,-1.06E+00
335,1.43E+01,4.69E+00,1.35E+01,1.24E+01,-1.60E-02,-1.28E-02,-1.22E+00
336,1.43E+01,5.76E+00,1.29E+01,1.24E+01,-1.21E-02,-1.22E-02,-1.23E+00
337,2.08E+01,-1.43E+00,4.64E+00,1.19E+01,2.51E-01,-2.59E-01,4.39E-02
338,2.09E+01,-2.45E+00,5.57E+00,1.23E+01,2.01E-01,-1.32E-02,-3.04E-02
339,2.11E+01,-2.70E+00,4.77E+00,1.23E+01,1.79E-01,7.15E-02,-6.72E-02
340,2.02E+01,-2.42E+00,4.87E+00,1.22E+01,2.11E-01,4.42E-02,-2.15E-02
341,-1.09E+01,5.61E+00,3.51E+00,1.20E+01,8.13E-03,4.86E-02,5.53E+00
342,-1.06E+01,5.02E+00,4.21E+00,1.20E+01,1.03E-02,5.89E-02,5.48E+00
343,1.32E+01,5.83E+00,1.17E+01,1.24E+01,-1.75E-02,-1.89E-02,-1.43E+00
344,1.40E+01,4.95E+00,1.17E+01,1.24E+01,-2.24E-02,-2.41E-02,-1.27E+00
345,1.39E+01,6.03E+00,1.12E+01,1.24E+01,-1.70E-02,-1.96E-02,-1.30E+00
346,7.21E+00,-5.94E+00,1.28E+01,1.25E+01,7.97E-03,4.28E-03,-2.27E+00
347,7.13E+00,-5.44E+00,1.40E+01,1.25E+01,7.62E-03,1.46E-03,-2.18E+00
348,7.24E+00,-5.03E+00,1.31E+01,1.25E+01,1.04E-02,-8.37E-04,-2.26E+00
349,8.12E+00,-5.61E+00,1.33E+01,1.25E+01,8.25E-03,-2.81E-03,-2.18E+00
350,-7.48E+00,1.90E+00,2.80E+00,1.18E+01,4.36E-02,1.07E-01,7.41E+00
351,-8.31E+00,2.54E+00,2.63E+00,1.19E+01,3.77E-02,7.95E-02,6.81E+00
352,-8.59E+00,1.80E+00,3.02E+00,1.19E+01,2.20E-02,8.39E-02,6.71E+00
353,-1.54E+00,4.78E+00,2.33E+00,1.21E+01,5.34E-01,2.55E-01,4.00E+00
354,-1.82E+00,5.71E+00,2.86E+00,1.21E+01,2.90E-01,2.46E-01,3.24E+00
355,-1.35E+00,4.97E+00,3.32E+00,1.21E+01,4.44E-01,3.37E-01,2.73E+00
356,-2.12E+00,4.54E+00,3.13E+00,1.20E+01,4.70E-01,3.21E-01,5.09E+00
357,-1.80E+00,5.77E+00,6.34E+00,1.22E+01,1.12E-01,3.13E-01,1.49E+00
358,-1.13E+00,5.87E+00,5.78E+00,1.23E+01,1.41E-01,3.37E-01,7.59E-01
359,-1.76E+00,5.69E+00,5.32E+00,1.22E+01,1.77E-01,3.34E-01,1.89E+00
360,-8.02E-01,6.62E+00,4.32E+00,1.23E+01,1.14E-01,2.98E-01,5.04E-01
361,-1.87E+00,6.41E+00,3.69E+00,1.22E+01,1.45E-01,2.63E-01,2.54E+00
362,-1.67E+00,6.02E+00,4.53E+00,1.22E+01,1.74E-01,3.11E-01,1.99E+00
363,-1.20E+00,5.78E+00,3.76E+00,1.22E+01,2.59E-01,3.08E-01,1.62E+00
364,2.68E+00,2.15E+00,1.20E+01,1.25E+01,-1.31E-02,6.49E-02,-2.07E+00
365,1.78E+00,2.22E+00,1.30E+01,1.24E+01,-7.50E-03,5.27E-02,-1.46E+00
366,1.72E+00,2.30E+00,1.21E+01,1.24E+01,-7.00E-03,8.22E-02,-1.62E+00
367,2.73E+00,2.82E+00,1.26E+01,1.24E+01,-1.08E-02,5.08E-02,-1.87E+00
368,6.14E+00,4.27E+00,1.33E+01,1.25E+01,-1.71E-02,8.10E-03,-2.24E+00
369,6.84E+00,4.12E+00,1.25E+01,1.25E+01,-2.37E-02,3.63E-03,-2.35E+00
370,5.65E+00,3.83E+00,1.25E+01,1.25E+01,-2.13E-02,1.45E-02,-2.36E+00
371,6.65E+00,3.40E+00,1.33E+01,1.25E+01,-2.06E-02,6.30E-05,-2.27E+00
372,-1.50E+01,6.42E+00,3.93E+00,1.20E+01,6.66E-04,2.11E-02,5.17E+00
373,-1.52E+01,5.78E+00,3.17E+00,1.20E+01,9.39E-04,1.66E-02,5.21E+00
374,-1.52E+01,5.50E+00,4.06E+00,1.20E+01,8.54E-04,2.06E-02,5.16E+00
375,-1.45E+01,5.67E+00,3.61E+00,1.20E+01,1.22E-03,2.19E-02,5.22E+00
376,1.98E+01,-6.12E+00,4.95E+00,1.23E+01,3.22E-02,3.02E-02,-2.38E-01
377,1.90E+01,-6.51E+00,5.44E+00,1.24E+01,2.34E-02,1.91E-02,-3.37E-01
378,1.90E+01,-5.82E+00,4.71E+00,1.24E+01,4.14E-02,3.53E-02,-3.12E-01
379,1.96E+01,-5.55E+00,5.70E+00,1.23E+01,4.71E-02,1.65E-02,-2.55E-01
380,1.77E+01,-7.55E-01,0.00E+00,5.68E+00,-2.83E-01,0.00E+00,4.63E-01
381,1.85E+01,-1.38E+00,0.00E+00,6.48E+00,-3.84E-01,0.00E+00,-1.82E-03
382,1.74E+01,-1.74E+00,0.00E+00,7.32E+00,-3.79E-01,0.00E+00,1.18E-01
383,1.80E+01,-1.26E+00,9.00E-01,6.74E+00,-2.96E-01,-1.94E-01,1.30E-01
384,2.10E+01,-5.45E+00,7.14E+00,1.23E+01,4.19E-02,-1.16E-02,-1.42E-01
385,2.03E+01,-4.89E+00,7.38E+00,1.23E+01,5.20E-02,-2.24E-02,-2.04E-01
386,2.03E+01,-5.02E+00,6.37E+00,1.23E+01,5.99E-02,-1.78E-03,-1.83E-01
387,2.12E+01,-4.60E+00,6.68E+00,1.23E+01,6.69E-02,-1.30E-02,-9.38E-02
388,1.67E+01,2.30E+00,1.29E+01,1.24E+01,-1.78E-02,-2.45E-02,-7.78E-01
389,1.62E+01,3.18E+00,1.32E+01,1.24E+01,-1.80E-02,-1.95E-02,-8.76E-01
390,1.70E+01,3.19E+00,1.31E+01,1.24E+01,-1.77E-02,-1.92E-02,-7.57E-01
391,1.67E+01,2.84E+00,1.39E+01,1.24E+01,-1.54E-02,-1.13E-02,-8.02E-01
392,-1.35E+01,4.12E+00,9.31E-01,1.20E+01,3.91E-03,7.81E-03,5.49E+00
393,-1.40E+01,3.20E+00,8.78E-01,1.20E+01,2.51E-03,6.97E-03,5.45E+00
394,-1.36E+01,3.50E+00,1.50E+00,1.20E+01,3.35E-03,1.26E-02,5.47E+00
395,-1.31E+01,3.04E+00,8.27E-01,1.20E+01,4.32E-03,8.38E-03,5.58E+00
396,1.13E+01,-2.42E+00,1.32E+01,1.24E+01,8.09E-03,-2.57E-02,-1.73E+00
397,1.16E+01,-3.25E+00,1.32E+01,1.24E+01,1.12E-02,-2.37E-02,-1.68E+00
398,1.17E+01,-2.36E+00,1.25E+01,1.24E+01,1.15E-02,-3.96E-02,-1.65E+00
399,1.12E+01,-3.14E+00,1.24E+01,1.24E+01,1.45E-02,-3.49E-02,-1.76E+00
400,-2.07E+01,-2.43E+00,7.35E+00,1.20E+01,-1.88E-04,4.61E-03,4.89E+00
401,-2.05E+01,-2.16E+00,6.27E+00,1.20E+01,-1.98E-04,5.07E-03,4.93E+00
402,-2.08E+01,-2.83E+00,6.46E+00,1.20E+01,-1.64E-04,4.40E-03,4.92E+00
403,-2.00E+01,-2.72E+00,6.93E+00,1.20E+01,-2.72E-04,6.65E-03,4.90E+00
404,6.32E+00,-5.03E+00,4.19E+00,1.27E+01,1.09E-01,1.50E-01,-6.26E+00
405,5.56E+00,-4.84E+00,3.44E+00,1.28E+01,5.02E-02,1.88E-01,-7.64E+00
406,5.19E+00,-4.40E+00,4.36E+00,1.28E+01,9.33E-02,2.32E-01,-7.82E+00
407,5.52E+00,-5.73E+00,4.14E+00,1.27E+01,4.39E-02,1.65E-01,-6.39E+00
408,2.25E+01,-6.52E+00,5.30E+00,1.23E+01,2.11E-02,2.40E-02,0.00E+00
409,2.15E+01,-5.90E+00,5.31E+00,1.23E+01,3.53E-02,2.59E-02,-8.84E-02
410,2.14E+01,-6.62E+00,4.64E+00,1.23E+01,1.89E-02,3.38E-02,-8.88E-02
411,2.20E+01,-5.98E+00,4.75E+00,1.23E+01,3.30E-02,3.54E-02,-4.41E-02
412,9.69E+00,2.46E+00,1.34E+01,1.24E+01,-2.04E-02,-1.72E-02,-1.97E+00
413,1.05E+01,2.21E+00,1.42E+01,1.24E+01,-1.71E-02,-1.03E-02,-1.83E+00
414,9.71E+00,2.14E+00,1.42E+01,1.24E+01,-1.64E-02,-8.69E-03,-1.95E+00
415,1.01E+01,3.15E+00,1.41E+01,1.24E+01,-1.89E-02,-9.13E-03,-1.89E+00
416,9.48E+00,-4.66E+00,9.98E+00,1.25E+01,4.66E-02,-3.74E-02,-2.33E+00
417,8.70E+00,-4.76E+00,1.05E+01,1.25E+01,3.79E-02,-2.52E-02,-2.45E+00
418,9.50E+00,-3.91E+00,1.05E+01,1.25E+01,4.19E-02,-4.71E-02,-2.25E+00
419,9.39E+00,-4.61E+00,1.09E+01,1.25E+01,3.13E-02,-3.17E-02,-2.24E+00
420,-1.62E+01,1.11E+00,1.78E+00,1.20E+01,2.32E-04,8.18E-03,5.24E+00
421,-1.63E+01,1.89E+00,9.19E-01,1.20E+01,3.89E-04,4.02E-03,5.25E+00
422,-1.67E+01,1.80E+00,1.96E+00,1.20E+01,2.95E-04,7.81E-03,5.20E+00
423,-1.71E+01,1.26E+00,9.33E-01,1.20E+01,-3.45E-05,3.37E-03,5.20E+00
424,-4.43E+00,4.66E-01,1.70E+00,1.13E+01,6.69E-02,1.84E-01,1.44E+01
425,-5.17E+00,1.48E+00,2.04E+00,1.16E+01,1.26E-01,1.64E-01,1.11E+01
426,-4.21E+00,1.12E+00,1.76E+00,1.13E+01,1.76E-01,1.82E-01,1.45E+01
427,-4.75E+00,8.83E-01,2.47E+00,1.15E+01,1.03E-01,2.26E-01,1.23E+01
428,1.46E+01,-3.85E+00,1.71E+00,1.24E+01,1.03E-02,1.60E-01,-6.60E-01
429,1.39E+01,-3.56E+00,2.53E+00,1.24E+01,1.18E-01,1.91E-01,-8.47E-01
430,1.36E+01,-3.21E+00,1.79E+00,1.23E+01,4.64E-02,2.63E-01,-7.41E-01
431,1.45E+01,-2.86E+00,1.56E+00,1.18E+01,-1.09E-02,3.07E-01,-4.46E-01
432,1.80E+01,-2.30E+00,1.00E+00,9.46E+00,-2.01E-01,1.69E-01,-1.44E-01
433,1.83E+01,-1.31E+00,1.69E+00,8.27E+00,-6.67E-02,-2.81E-01,-8.92E-02
434,1.89E+01,-1.91E+00,8.85E-01,8.07E+00,-2.73E-01,6.49E-02,-1.57E-01
435,-1.90E+01,1.12E+00,1.40E+01,1.20E+01,-1.40E-04,1.92E-03,4.67E+00
436,-1.81E+01,1.56E+00,1.42E+01,1.20E+01,-1.60E-04,1.98E-03,4.63E+00
437,-1.84E+01,1.65E+00,1.34E+01,1.20E+01,-4.14E-05,3.65E-03,4.66E+00
438,-1.81E+01,7.24E-01,1.41E+01,1.20E+01,-2.15E-04,2.19E-03,4.64E+00
439,-1.04E+01,-5.00E+00,7.46E+00,1.20E+01,-8.32E-03,7.24E-02,4.72E+00
440,-1.18E+01,-5.08E+00,7.70E+00,1.20E+01,-4.81E-03,5.38E-02,4.75E+00
441,-1.10E+01,-4.95E+00,8.45E+00,1.20E+01,-5.33E-03,6.13E-02,4.57E+00
442,-1.14E+01,-5.87E+00,7.74E+00,1.20E+01,-4.00E-03,5.81E-02,4.70E+00
443,-1.65E+01,-7.50E+00,6.71E+00,1.20E+01,0.00E+00,1.83E-02,4.91E+00
444,-1.53E+01,-7.50E+00,6.60E+00,1.20E+01,0.00E+00,2.49E-02,4.92E+00
445,-1.57E+01,-7.50E+00,7.45E+00,1.20E+01,0.00E+00,2.25E-02,4.85E+00
446,-1.59E+01,-6.69E+00,6.79E+00,1.20E+01,-3.19E-04,2.19E-02,4.91E+00
447,-5.79E-01,-1.46E+00,8.10E+00,1.24E+01,-5.99E-02,4.70E-01,-1.53E+00
448,-1.11E+00,-8.57E-01,7.89E+00,1.23E+01,-6.06E-02,5.44E-01,-4.19E-01
449,-1.68E+00,-1.35E+00,8.26E+00,1.23E+01,-5.89E-02,4.44E-01,7.29E-01
450,-1.49E+00,-1.69E+00,7.72E+00,1.23E+01,-9.35E-02,5.23E-01,6.86E-01
451,-3.26E+00,-8.88E-01,0.00E+00,1.10E+01,-3.62E-01,0.00E+00,1.99E+01
452,-2.31E+00,-1.54E+00,0.00E+00,1.08E+01,-9.01E-01,0.00E+00,2.06E+01
453,-3.27E+00,-1.95E+00,0.00E+00,1.12E+01,-5.27E-01,0.00E+00,1.56E+01
454,-3.04E+00,-1.27E+00,6.41E-01,1.10E+01,-5.12E-01,1.06E-01,1.93E+01
455,-7.88E+00,-3.65E+00,1.50E+01,1.21E+01,-4.06E-03,0.00E+00,3.19E+00
456,-6.75E+00,-3.66E+00,1.50E+01,1.21E+01,-4.04E-03,0.00E+00,2.80E+00
457,-7.32E+00,-2.70E+00,1.50E+01,1.21E+01,-3.40E-03,0.00E+00,3.03E+00
458,-7.48E+00,-3.21E+00,1.41E+01,1.21E+01,-5.90E-03,1.93E-02,3.10E+00
459,4.18E-01,-3.07E+00,1.97E+00,1.25E+01,-1.50E+00,3.89E-01,-3.84E+00
460,6.00E-01,-3.04E+00,2.92E+00,1.26E+01,-1.42E+00,6.25E-01,-6.03E+00
461,8.33E-02,-3.72E+00,2.54E+00,1.24E+01,-1.05E+00,3.94E-01,-1.42E+00
462,2.04E+01,-5.73E-01,1.16E+01,1.23E+01,-3.77E-03,-4.76E-02,-2.40E-01
463,2.05E+01,2.62E-01,1.23E+01,1.23E+01,-1.04E-02,-3.50E-02,-2.36E-01
464,1.95E+01,-3.09E-01,1.23E+01,1.23E+01,-6.09E-03,-3.65E-02,-3.67E-01
465,2.01E+01,1.36E-01,1.14E+01,1.23E+01,-1.04E-02,-4.97E-02,-2.72E-01
466,1.09E+01,-4.38E+00,1.19E+00,1.25E+01,5.52E-02,8.09E-02,-2.47E+00
467,1.15E+01,-5.18E+00,7.81E-01,1.25E+01,2.78E-02,3.35E-02,-2.29E+00
468,1.15E+01,-4.43E+00,1.96E+00,1.25E+01,9.08E-02,9.85E-02,-2.06E+00
469,1.16E+01,-4.15E+00,8.13E-01,1.25E+01,1.54E-02,7.33E-02,-1.94E+00
470,-1.60E+01,-5.50E+00,2.51E+00,1.20E+01,-1.45E-03,1.16E-02,5.18E+00
471,-1.56E+01,-6.01E+00,1.78E+00,1.20E+01,-1.24E-03,9.17E-03,5.22E+00
472,-1.60E+01,-4.94E+00,1.73E+00,1.20E+01,-1.72E-03,7.87E-03,5.21E+00
473,-1.67E+01,-5.83E+00,1.87E+00,1.20E+01,-8.69E-04,7.25E-03,5.16E+00
474,9.63E+00,2.50E+00,1.19E+01,1.25E+01,-2.99E-02,-3.74E-02,-2.08E+00
475,1.02E+01,1.76E+00,1.23E+01,1.24E+01,-2.37E-02,-4.00E-02,-1.95E+00
476,9.44E+00,1.68E+00,1.18E+01,1.25E+01,-2.71E-02,-4.71E-02,-2.11E+00
477,9.43E+00,2.07E+00,1.27E+01,1.25E+01,-2.33E-02,-2.80E-02,-2.05E+00
478,2.16E+01,-1.71E+00,2.57E+00,1.03E+01,1.57E-01,-2.53E-02,-2.30E-01
479,2.06E+01,-1.82E+00,2.47E+00,1.04E+01,1.38E-01,2.80E-02,-1.09E-01
480,-1.01E+01,5.49E+00,1.18E+01,1.21E+01,1.46E-03,4.29E-02,3.97E+00
481,-1.10E+01,5.61E+00,1.27E+01,1.20E+01,9.86E-04,2.66E-02,4.05E+00
482,-1.02E+01,5.12E+00,1.27E+01,1.21E+01,1.38E-03,3.14E-02,3.90E+00
483,-1.10E+01,4.81E+00,1.20E+01,1.20E+01,1.26E-03,3.53E-02,4.11E+00
484,-9.65E+00,-3.13E-01,1.40E+01,1.21E+01,-1.60E-03,1.62E-02,3.71E+00
485,-1.03E+01,7.80E-02,1.33E+01,1.21E+01,-1.24E-03,2.49E-02,3.90E+00
486,-9.80E+00,-8.83E-01,1.33E+01,1.21E+01,-2.11E-03,2.75E-02,3.79E+00
487,-9.23E+00,1.82E-01,1.29E+01,1.21E+01,-1.89E-03,3.61E-02,3.70E+00
488,1.42E+01,-2.96E+00,1.33E+01,1.24E+01,7.77E-03,-2.41E-02,-1.21E+00
489,1.45E+01,-2.32E+00,1.25E+01,1.24E+01,8.34E-03,-3.78E-02,-1.13E+00
490,1.37E+01,-2.20E+00,1.25E+01,1.24E+01,8.73E-03,-3.94E-02,-1.28E+00
491,1.41E+01,-3.14E+00,1.23E+01,1.24E+01,1.15E-02,-3.69E-02,-1.21E+00
492,-3.61E+00,-1.68E+00,7.64E-01,1.13E+01,-4.10E-01,1.15E-01,1.54E+01
493,-3.95E+00,-9.91E-01,8.77E-01,1.12E+01,-2.31E-01,1.03E-01,1.58E+01
494,-1.03E+01,5.96E+00,1.25E+01,1.21E+01,1.32E-03,3.22E-02,3.93E+00
495,-1.09E+01,5.88E+00,1.16E+01,1.20E+01,8.77E-04,3.87E-02,4.13E+00
496,1.85E+01,2.84E+00,1.19E+01,1.24E+01,-2.10E-02,-2.99E-02,-5.05E-01
497,1.89E+01,1.79E+00,1.25E+01,1.23E+01,-1.68E-02,-2.84E-02,-4.49E-01
498,1.85E+01,1.83E+00,1.17E+01,1.24E+01,-2.00E-02,-3.86E-02,-4.89E-01
499,1.78E+01,2.17E+00,1.23E+01,1.24E+01,-1.89E-02,-3.07E-02,-6.00E-01
500,5.71E+00,4.56E-01,4.75E+00,1.05E+01,-7.09E-01,-2.39E+00,-7.93E+00
501,5.83E+00,1.26E+00,4.67E+00,1.07E+01,-9.39E-01,-4.60E-01,-9.00E+00
502,6.32E+00,5.60E-01,4.42E+00,9.65E+00,-7.87E-01,-2.19E+00,-7.06E+00
503,6.13E+00,3.40E-01,5.39E+00,1.19E+01,-4.56E-01,-1.77E+00,-5.09E+00
504,4.61E+00,-3.95E+00,6.49E+00,1.27E+01,1.52E-01,1.58E-01,-6.17E+00
505,3.68E+00,-4.34E+00,7.08E+00,1.27E+01,6.99E-02,1.91E-01,-5.33E+00
506,4.47E+00,-4.18E+00,7.69E+00,1.26E+01,9.28E-02,1.08E-01,-4.75E+00
507,4.20E+00,-5.08E+00,6.68E+00,1.27E+01,4.87E-02,1.79E-01,-5.18E+00
508,1.12E+01,7.50E+00,1.11E+01,1.24E+01,0.00E+00,-7.21E-03,-1.86E+00
509,1.18E+01,6.90E+00,1.14E+01,1.24E+01,-7.78E-03,-1.13E-02,-1.72E+00
510,1.08E+01,6.85E+00,1.16E+01,1.24E+01,-8.85E-03,-7.94E-03,-1.91E+00
511,1.18E+01,7.50E+00,1.21E+01,1.24E+01,0.00E+00,-9.72E-03,-1.70E+00
512,4.37E+00,-3.90E+00,1.28E+01,1.25E+01,8.99E-03,2.46E-02,-2.19E+00
513,4.14E+00,-3.63E+00,1.34E+01,1.25E+01,5.96E-03,1.72E-02,-2.06E+00
514,5.52E+00,-3.72E+00,1.32E+01,1.25E+01,1.00E-02,6.98E-03,-2.26E+00
515,4.62E+00,-4.30E+00,1.34E+01,1.25E+01,6.44E-03,1.52E-02,-2.11E+00
516,1.70E+01,6.19E-01,1.04E+00,6.24E+00,2.77E-01,-6.50E-01,5.50E-01
517,1.68E+01,1.34E+00,1.66E+00,7.57E+00,1.58E-01,-3.08E-01,-1.03E-01
518,1.63E+01,7.91E-01,1.88E+00,7.68E+00,9.93E-02,-9.16E-01,1.57E-01
519,1.59E+01,8.00E-01,8.91E-01,5.70E+00,3.50E-01,-5.03E-01,4.46E-01
520,1.12E+01,-6.62E+00,1.25E+01,1.24E+01,6.02E-03,-1.59E-02,-1.80E+00
521,1.18E+01,-7.50E+00,1.21E+01,1.24E+01,0.00E+00,-1.87E-02,-1.71E+00
522,1.15E+01,-6.63E+00,1.17E+01,1.24E+01,7.24E-03,-2.11E-02,-1.78E+00
